QQ,Info
226,极限 好像 需要 证明 定理 自然对数 底数 算 出来 求问 课程 依赖 xgboost 包 有人 安上 windows   教程 走 半天 报错 没有 import 不起 我换 linux 试试 谢谢 恩 前面 几个 本来
365,希望 机器 学习 代码 讲 细致   KNN 例子   机器 学习 具体 算法 详细 运算 过程 一遍   一千多 步 没关系   算法 一步 具体 意思 分步 积分 分步 积分 分部 积分 第一次 参加 30 邓乃 杨   支持 向量 机 理论   模型 拓展   正文 233 页 全部 手工 推导 秒杀 90 % 教授 厉害   说来   Haykin 那本 全部 手推   佩服 五体投地   自然语言 处理   面象 对象 中文   推荐 好书     python 写 代码 宗 上面 代码 谢谢   罗刚   编著 那本 自然语言 处理 发给 一份 谢谢 3Q 指数 族 贝叶斯 全 概率 认识 加深   以前 只会 背 公式 LDA 随机 森林 特征选择   一篇 文章   VI 排序 选择   应该 权威性     参考 http www 360doc com content 13 1206 09 13528701 334877080 shtml   http www cnblogs com justcxtoworld 3434266 html 课上 讲 随机 森林 特征选择 方法 没有 太 听 明白   明天 听听   才 避免 错误 求教   12.2   代码 23 行 prime       np split data     axis 意思 感谢 至少 Windows 做 解决 形成 更好 分类器 计算方法 几次 课   理解 连续变量 时 决策树 回归 Decision   Tree   Regression   梯度 下降 算法 来算出 参数 theta 更新 权值 认为 得到 错误率 更 低 分类器 途径 梯度 下降 算出 theta   分类器 算 出 ID 带入 X 取值 后 Y 预测值   预测值 数 http www cnblogs com LeftNotEasy archive 2011 03 07 1976562 html GBDT 讲 不错   讲 GBDT 中 梯度 算     结合 邹 老师 讲义 会 理解 GBDT 更 深入 些 昨天 搞 一天   今天 搞 下午   想 搞 明白 GBDT 数学 具体 实现 过程 理解     分类 决策树 没有 具体 数学 形式 基 函数 ax     只能 Gamma 值 不断 迭代 更新 来算出 每个 样本 新 估计值 实现 梯度 下降 训练 第二颗 分类 树 XGBDT 实践 讲 XGBDT 实践 问 两个 问题   问题 xgBoost Intro py 中 定义 二 分类 logistic 回归 目标 函数 损失 函数 做 XGBDT 代码 14.1   xgBoost Intro py 中 def   log reg hat               1.0     1.0     np hat                 get label                 1.0         return     hg 阶梯 导 函数 二阶 导 函数 第二个 问题 PPT9   logistic 回归 页 中 目标 函数 中 thetax XGBDT 中 成为 hat 阶梯 导 函数 二阶 导 函数 求 大侠 指教 问点 代码 事 求 大神 告知   def   log reg hat               1.0     1.0     np hat                 get label                 1.0     求 出来 因素 分析   提取 主 成分 后   用主 成分 做 提取 主 成分 尔法 等于 C 理解 喔   两个 点恰 支撑 面上   阿尔法 小于 C   正负   恰好 C   太 明白 恰在 支撑 面上 小于 C   背后 算法 感觉 机器 学习 做 预测 分类 黑箱 数学   机器 没法 训练   其实 人 做 黑箱 数学模型 大侠 解释 解释 刚才 写错   尔法 小于   样本 支撑 向量   大侠 算法 绝对值 小于 C   正负 例之分   不用 纠结 细枝末节 地方   想 绝对值 小于 支撑 向量   算法 谢谢 楼上 谢谢 212 打不开 参加 机器 学习 升级版 三   参加 升级版 四 优惠   里面 一节课 爬虫   python 数据分析 里 没学太好   想 听听 邹 老师 讲 爬虫 邹 老师 开 深度 学习班   肯定 参加   期待
338,交换 积分 公式 今晚 开课 R 里 肯定 实现 R 包 现在 9000 多个 无所不能 没有 进入 入口 谢谢 python3 是不是 刚 发布 这次 人 553 人 to 时光 调包 懂 原理 会 分析 即可 周志华 书 买 时间 读 西瓜 书 例子 全是 西瓜 为例 机器 学习 代码 实践   打算 讲 课 要求 转发 免费 老师 讲 会 去 百度 扫地 说错 首席 数据 科学家 导不 出来 Spark 可能 Flink 替代 Matalab   以后 会 渐渐 忘记 渐行 渐远 以后 Go 语言 上来 直接 秒杀 python 邹 老师 去 中科院 工作 问题 推荐 对照 机器人 翻译 太 差 去 前些天 4.2   现在 已经 4.3 anaconda3   4.3   python3   2017 卸载 以前 安装 anaconda3 appwiz cpl 后 看到 anaconda 字样 找 EPOS 干 大   干 问 大家 问题 线性 回归 中 bx1 ε x1 服从 自由度 LASSO 问 大家 问题 线性 回归 中 bx1 ε x1 服从 自由度 不是 注 ε 自由度 改改 代码 直播 没有 停 会儿 早 明天 应该 网络 速度 太慢 换 浏览器 清理 浏览器 缓存 估计 此人   机器 学习 深度 学习 文章 好多 人 阅读 邹晓艺 华南理工大学 邹   周   比较 适合 机器 学习 今晚 有课 JAVA8 Java8   后用 scala 少 PHP 拍 黄片 最好 语言 这是 网上 所说 太 崇拜 理论 搞不定 是因为 数学 学好 看看 相关 教材 觉得 难 原理 懂 就行了 不是 真 搞 数学 感觉 R 非常适合 统计 向量 概念 向量 基本操作 单位 Python 库 中 没有 彻底 包 非常 其实 重点 在于 python R   在于 编程 理解 模型 理解 邹 老师 讲完 后 以前 不怎么 理解 理解 数学 专业 搞 机器 学习 应该 轻松 只学过 高数 线代 概率 补充 些 知识 弄 懂 先放 一放 先 弄 明白 熟练 运用 后 研究 一块 第四期 介绍
115,分部 积分法 群友 发 电子书 福利 必须 开 Andrew   NG 示例 数据 有人 python 跑 批量 梯度 下降 收敛 里面 θ     71.27   θ     0.1345 这书 到处 不谢 请 红领巾 直播 已经 噢 阿里 西安 研发 这图 太牛 网易 Ng 课 cs229 有微 信群 人太多 刷 二维码 不好 使 找 客服 拉 str 肯定 慢   转换 本身 慢 上课 开森 过年 上课   就算 休息   老师 过年 除夕 星期五   初三 星期一 学吧 老师 过年 上课   不太 实际   学校 补课 吖 额 随便   反正 闲着 媳妇 没娃 线性代数 电子书 发 程序员 数学   概率 统计 额 百度 去 电脑 祝你成功 困了 视频 敲 app 缓存 直播 第二天   打开 app   缓存 下载 下来   之后 离线 学习 里面   选 回放   里面 有个   课时   课时   点开 视频 缓存   好像   现在 wifi   不敢 下班 到家 迅雷 下载 挺快 问题 换个 线路 试试 界面 右键 baidu 咱群 多想学 spark 发个 learning   spark 资源   翻译   不想 英文版 下载 瞄 瞄   这书 spark 入门 不错   http download csdn net index php mobile source detail coding 9161615 确实 黑屏 好   一转眼 变求 福群 原始 版本 一条 后来 搞了个 批量 梯度 下降 随机 梯度 下降 折中 算法 随机 抽 总 样本 中 一批 干嘛 不用 电脑 喜欢 台式机 屏幕 大 键盘 大 性能 好 谢谢 老师 辛苦 今天 看来 老师 加班 节奏 额 反 推销 课程 吖 鼓掌 我发 R   in   Action 中文 graphviz 安装 安装 安装包 下载 压缩包 里 装完 以后 装好 路径 bin 目录 加到 path 环境变量 里 大家 讲 讲课 xgboost windows 安装 http www picnet com au blogs guido post 2016 09 22 xgboost windows x64 binaries for download 已 安装 成功 信号 好 戏 出不来 有点 困了 尤其 后面 KL 文化 治 缺 头文件 错误 提示 应该 有个 sys 目录 里面 有个 mman 头文件 bloom 过滤器 用来 做 多次 hash 验证 是否 key 数据 集中 大 概率 存在 bloom 过滤器 保证 false 肯定 数据 集中 存在 true 不能 保证 一定 存在 大 概率 存在 毕竟 年纪 大 C++ 码农 没太多 py 经验 是不是 不同 实现 名字 有事 博士 博士 当时 爸用 模型 预测 python   2.6 表示 老师 代码 报错 噢 2.7 中文 显示 醉 utf8 编码 win10 pycharm py2 别看 最强 大脑 会 疯 不是 矩阵 转置 恩 决策树 实现 找到 当前 数据 集中 信息 增益 最大 特征 后 按该 特征 分裂 策略 增益 最大 特征 30 个值 接下来 往下分 课件 里 第一层 5.3 5.3 选出 随机 选 中位数 众数 策略 恩 机器 学习 实战 中 ID3 实现 想着 特征值 宽度 会 夸张 呵呵 这班 应该 差不多 离散 化有 问题 有个 特征 值 建模 训练 特征值 里面 想着 大概 只能 接近 算 这样的话 可能 走 两条 不同 分支 下去 有点 尴尬 看看 CART 去 谢谢 en   这种 情况 训练 分类 原来 训练 特征值   对应 正反 例 这时候 预测 数据 特征值 哪分 明白 谢谢 谢谢 回忆 ID3 C4 特征 A 选取 建立 决策树 节点 A1 A2 A3 三种 类别 会 决策 树上 建立 三叉 节点 导致 决策树 多叉树 CART 分类 树 使用 方法 不同 采用 不停 二分 决策树 算法 原理     http www cnblogs com pinard 6053344 html 以前 处理 工作 不干 囧 恩 超过 三维 只能 脑补 人 脑补 出来 if   __ name __     __ main __ 是从 执行 呵呵 16.7 跑 MNIST 手写 数字 识别 有点 慢 半天 返回 已经 数分钟 过去 机子 太烂 SVM 训练 SVM 训练 结束 耗时 分钟 46.630 秒 几万只 羊驼 心中 沸腾 到家 坐等 直播 1060 1080 土豪 恩 追求 本书 完整版 样章 40 页 折腾 mingw 编译 直接 下载 编译 好 349 coding 西安 2822640     20 01 52xgboost windows 安装 http www picnet com au blogs guido post 2016 09 22 xgboost windows x64 binaries for download 可能 老师 刚才 重启 出 状况 吃瓜 群众 表示 winrar 解压 一切顺利 you   can   search   for   anacode   search     conda   pydotplus 没装 Pydotplus 代码 跑啦 already   installed pycharm 没用 anacode 命令 更新 numpy 安装 Pydotplus ..... 噢 噢 噢 pycharm 用户 直接 pip 安装 后面 加 参数 指定 url 做源   个数 因子     25 个数 提供 因子   125 个数 提供 实际上   25 125 +... 以为 不是 人 哪位 道友 手头 有墙 外 服务器 帮 ping ip 看能通 ip 事儿 弄 好 谢谢 道友 不是 办法 找个 国内 源 之前 群里 百度 改成 国内 源 阿里 网易 百度 快得 啊哈
129,ppt 自带 http vdisk weibo com JrK95   回放 电脑 手机 ios 课程 感觉 几个 项目 不错 https cn udacity com course deep learning nanodegree foundation nd101 utm source wechatQR utm medium referral utm campaign nd101launch show more syllabus 感觉 学完 课 做 感觉 知识点 涉及 实验 环境 搭建 可能 有点 困难 损失 函数 lamda 机器 学习 主要 概率 晚上 看清 代码 下载 网上 找到 找到 资料 里 感觉 福用 大 数据 分类 分成 类 扫同 一张 福 只能 得到 一类 福字 测试 请问 python   64 位 32 位有 区别 机器 学习 装 anaconda   2.7   64 位 150m visual   studio 写 python 方便 pycharm   黑色 cmd 中断 里 运行 默认 自带 确实 vs pycharm 运行 python 感觉 慢 好几倍 cmd 直接 运行 速度 正常 图像处理 总是 机器 学习 联系 凸 优化   本书 满书 符号 推倒 才 能看懂 甘心 10 事件 每天 随机 发生 进 天 每个 事件 全部 发生 大家 找 工作 流量 直播 大约 消耗 谢谢 机器 学习 找 工作 经验 求职 网上 直接 搜 机器 学习 出来 大家 以后 准备 找 搞 计算机 视觉 机器 学习 关系 深圳 地方 没用过 谷歌 搜 深度 学习 计算机 视觉 传统 方法 还要 没学 清楚 验证 算学 懂 实现 科技 论文 里面 算法 直播 hadoop 要学 https www zhihu com question 30402203   python 画 一朵花 推荐 超 智能 体 妹子 看着 代码 花 完课 更 精神 硬 可能 通识 课 大大小小 误差 平均 掉 变量 构造   模型 打包 上线 怎么弄     不是 招有 工作 经验 实际 工作 中   机器 学习 平台 运行 有没有 科学计算 mathtype 注册 可用 找 半天 找 不到 封 传 不错   模式识别 不是 图像处理 机器 学习
388,LASSO 模型 score 预测 误差 求导 之后 求导 anaconda 不要 折腾 卸载 已经 安装 python32   anaconda 本身 已经 包含 python 32 64 习惯 建议 删掉 修改 环境变量 卸载 不要 中文 目录 目录 不要 空格
60,请问 代码 下载 sc clf 不是 随便 参数 http blog csdn net lanchunhui article details 50521648 参考 篇文章 代码 是从 下载 每次 完课 课堂 代码 会上 传到 学习 中心 里面 ok 昨晚 视频 回放 ok 发现 不行 大家 xgboost 能装 python2 直接 Pip python3 好 多谢
77,大家 好
268,打扰 课程 里 源代码 没有 共享
212,缓存 后能 永久
384,斜眼 笑   支持   邹博 老师 有微 信群 | 没发 听说 次课 再发 代码 问 大家 问题 西瓜 书 火 师妹 不能 觉着 周 应该 再出 一本 高端   进阶 邹 老师 出 一本 友善 福换 爱国 福 斜眼 笑 差 敬业 不缺
363,想 重新 深入 概率论 数理统计   请问 真正 价值 书 视频 推荐 全是 黑屏 老师 黑屏
231,茆诗松 那本 数理统计 不错 打游戏 确实   数学 好 重要   当年 学 代数 考试 下个 anaconda 配置 notebook 太 麻烦 好 方便 顺手 好 这种 说法 135 未来 女儿 考虑一下 一起 好好学 数学 英语教材 好 插 一句 题外话   有会 做 爬虫 朋友 爬 股 内容 为啥 urlopen BeautifulSoup 后 找 不到 翻页 那块 网页 代码 厉害 推 没有 人 指点 不用 想太多   假定   正态分布 最 常见 好 操作 进去   正在 挤兑 再进 之前 好像 放出 几个 JAVA 这类 秒   确认 已经 感觉 积分 浪费 今天 忘记 抢 恩   反正 一波   试试 手气 好像 迭代 一次 样本 实习 需要 条件 觉得 太长 直接 函数 例子 正在   感觉 偏 科普 交 坐标轴 系数 一圈 一圈 其实 损失 函数 等高线 看看 98 年 篇 原文 记得 有个 3d 图 更 直观 相比 圆形 菱形 更 容易 坐标 交点 不是 一定 会交 理解 客气 找 数据分析 岗 或许   慢慢 自学 讲 调参 技巧   后面   感谢 老师 第一次 听说 gridsearch 名词 学习 看到 觉得 毕竟 机器 学习 泛 想要 真正 学好 功夫 去 读 论文 段时间 时间   想   面试 会 问 就算 做 分析   不能 介绍 清楚 原理   老板 骂 死 源码 不好 解释   肯定 优化 速度 很多 工程 方法 两三百 课   要求   觉得 物超所值 工作站 显卡 游戏 显卡 区别 m3000m 显存 4g   1070 8g   哪位 高手 了解
296,不会 用到 matlab
8,用来 应试 搞 方向 666 长时间 工作 经验
385,下面 微信 登录 图标 老师 包要 找 分享 好 谢谢 应该 年龄 最小 托脸 17 最菜 无聊 现在 厉害 还要 学习 我读 职中 原先 参加 物 联网 哈哈哈 努力 学 应该 追得 不是 好 c# 蛮 不错 学 号 买 课程 之后 不是 有学 号 pycharm 方便 安装包 写 python 加 好友 直接 分享 群 pycharm 配合 anaconda 使用 两个 就够 我会 不会 拖后腿 七点 半 IDLE 好用 哈哈哈 linux 没有 人 好像 前 几天 发布 诶 教坏 好 基础 无聊 https wxe9c061d2aed9ae09 91pintuan com group 586ccce84376ec3b391cc57a 怀疑 人生 录 抢 写个 脚本 无聊 文件名 py 觉得 傻 逼 已经 禁言 情人节 感叹
348,录播 可能 有时候 时间 录播 我能 下载 下来 录播 我能 下载 下来 OK 多谢 参团 关键 看来 只能 微信 手机 没拿着 晚上 高数 满分 飘过 飘 飘 app APP 按行 按列 我能 好像 前面 一组 最后 一组 文件 最后 一列 应该 label 前面 若干列 应该 feature 不是 读入 数据 分成 两块 第一块 feature 第二块 label feature 里面 列 不是 倒数 第一列       np split data       axis 等同于     data     data shape 代码 应该 写错 应该 data shape 最后 一列 分 一块 前面 若干列 分 一块 今天 刚 弄清楚 懂 就行了 你学 python 课程 可能 具体 语法 清楚 其实 验证 N 10000 N 20000 基本上 验证 出来 严谨 验证 够用 先替 儿子 报名 不到 岁 合适 欢迎 大家 儿子 介绍 单身 同事 开发 情商 实实在在 好人 程序员 好像 冲锋衣 瑞士军刀 包 包括 北京 程序员 情商 小 年轻 着急 QA 测试 长得 不错 程序员 只会 吵 产品 测试 Gis 方面 测试 QA 一码事 程序员 吵 公司 产品 销售 挣得 少 穿个 牌牌 衣服 程序员 衣服 个人感觉 送 外卖 差不多 黑色 顺丰 蓝色 饿 红色 京东 舒服 舒服 小姑娘 看不出来 追 姑娘 败 想 追 三个 原来 弄 扎 金花 概率 豹子 概率 顺金 概率 拖拉机 女 劝 年轻 程序员 加油 活过 28 岁 感觉 28 女追男 大一 高数 老师 开了个 宝马 特 疯狂 学习 高数 以为 学好 高数 才能 开 宝马 不用 带 写 两 麻袋 题 行 高数 老师 做 麻袋 题 宝马 天天 做 题 数学分析 高数 解题 为主 数学分析 证明 其实 高数 小学 中学 数学 解决 问题 有限 加法 变成 无限 加法 人们 解决不了 无限 加法 收敛 才能 求到 具体 值 先 微分 小学 圆 面积 pi 高数 告诉 圆 面积 pi 地方 聊天 数分 难度 应该 大于 高数 考研 当初 信 老师 一句 话 搞 编程 挣得 爸妈 两个 人 钱 程序员 苦 逼 生活 上海 南开 数学系 不少 E 文 东西 名字 后缀 我大一 老师 南开 老 羡慕 宝马 小毛病 比较 曲线救国 不是 微分 微分 积分 准备 工作 基础 我想求 圆 面积 我求 出来 这时候 有人 发现 圆 切成 一块 一块 累加 出来 面积 一块 一块 其实 微分 累加 积分 太糙 太 严谨 微分 变化 量 线性 部分 积分 变化 量 部分 面积 个人 理解 觉得 学了 半天 微积分 解决 圆 面积 pi 二元 积分 解决 球 体积 为啥 3pi
242,学号 代码 高等数学 无法 下载
191,今天 上课 资料 共享   先 看看 找 不到 课件 课件 才能 下载 课件 才能 下载 进去 后   下载 课件 下载 谢谢 进去 用户 登陆 QQ 登陆 还要 提示 交钱 购买 重庆   进 搞不定   会 掉 库   改 参数 好 天 搞定 微集分 电子版 先学 针对性 去 补 数学 来看 没学过 高数   搞 不动 重庆 兄弟 伙   来个 线下 活动 下次 明天 网易 公开课 可汗 学院 有个 老师 讲 概率   讲得 很细 是从 右 看过 python 书 老师 代码   网络 好 快 秒 秒钟 传完 明天 上班 公司 安排 客户 现场   做点 银行 数据仓库   交易 类 项目 准备   金融 风控 方面 转 个人 觉得 重点 防 欺诈 信用风险 评估 风险 预警 逾期 客户 管理 征信 服务 传点 经验 赛 涉及 目前 主要 受制于 数据 原 问题 部分 小 城商行   尝试     结合   第三方 提供 风险 模型 开展   小额 信贷   审批   业务 江苏 银行   做 比较 早 一起 整 目前 很多 基于 规则 分析 做 图 数据库 听说 做 知识 图谱   好用 公司 重庆 有没有 分公司 好远 才 这方面 转哟 目前 只用 关系数据库 做   用户 关联 关系 递归   小量 数据 凑合着 跑 升级 sklearn   回归 分析 模型 里 有没有 计算 出     P   值 好像     拒绝 原 假设 值 记得   那本 统计 书上 看到 那本书   matlab 能直 给出 该值 sklearn 包里 方法 给出 该值 Lasso alpha 1.0   copy X True   fit intercept True   max iter 1000       normalize False   positive False   precompute False   random state None       selection cyclic   tol 0.0001   warm start False               fit params {   iid True   jobs               param grid { alpha   array     1.00000 03       3.59381 03       1.29155 02       4.64159 02                   1.66810 01       5.99484 01       2.15443 00       7.74264 00                   2.78256 01       1.00000 02               pre dispatch jobs   refit True   return train score True               scoring None   verbose   一堆堆 参数   调哟 函数库 参数 讲通 预测 出来 判断 好坏 方法 讲 交点 钱 多开 几次 课 讲讲 退出   重现 打开 没播   还好 动 车上 GraphViz   调不起 不会 java     不会 scala 最近 期 听课 怎么弄 3.5   win7   问题 改成   it decode 昨天 听课 课程 全部 完 学了 感觉 派 实际 用场
238,大家 好 会 玩 https wxe9c061d2aed9ae09 91pintuan com group 586b9bce00cc49b3f51b60f9 from groupmessage isappinstalled 一起 拼团 重复 造轮 无 语 觉得 老师 讲 很棒 算了算 扯 这事 啥意思 好好学习 踢 Java 讨论 世界 最好 语言 各有所长
52,课程 页面 看到 笑 哭 ImportError   No   module   named   mpl toolkits mplot3d 会 出现 包 已经 安装 不知 毛 导入 网上 看到 类似 问题 单 好像 没有 有效 方案 没用 anaconda 试过 好像 里面 缺 初始化 文件 找到 包把 初始化 文件 加上 试一试
334,pad 没有 notepad ++ 研二 同研 二 半年 找 工作   愁 算法 不错 工作 找 好   好好 玩耍 玩耍 毕业 南开 不是 天津 厉害 数学 公开课 很多
168,手机 手机 APP 回放 我下 资料
292,吴恩达 小伙伴 运行 老师 程序 有没有 出现 问题 应该 编码 错误 网上 找到 解决问题 方法 python 3.5 电脑 Mac 烦请 群里 大神 帮忙 解决问题 感谢 txt 文档 老师 文档 应该 特殊字符
34,机器 学习 包 并不多 网上 教程   到时候 百度 就行 http blog csdn net Charchunchiu article details 52091653 win 环境   参考 客气 大   先 安装 pip   之后 再用 pip   install   包名     http blog csdn net Charchunchiu article details 52091653 上传 python 机器 学习 相关 包   需要 取 2.7 没有 http www th7 cn system win 201603 157092 shtml 注意 git 用法 cd   git   clone   recursivehttps github com dmlc xgboostcd   xgboostgit   submodule   initgit   submodule   updatecp   make mingw64 mk   config mkmake   j4 应该 没有 问题 git 工具     步骤 行 公司 首选 java 现在 课程 大概   想
279,好好 备战 高考 才 真的 大学 不是 有学 抱歉 忘 很多 人 已经 工作 Pycharm 版本 谢谢 分享 PC 端 看不到 回看 好 谢谢 请问 假设 空间 小白 不是 懂 大神 指点 请问 下载 不到 谢谢 求 数据挖掘 老师 准备 去 上班 学海无涯 老前辈 beta 分布 lda 联系 好 做 完 笔记 发 好 想 了解 老师 怎么弄 天文 天文 很感兴趣 寻找 超新星 遗迹 好 高大 期待 老师 成果 是不是 需要 很强 运算 能力 毕竟 好像 很大 不要 粗口 大家 学习 人 666 求 网址 一集 估计 英文版 重复 平均 没看 懂 应该 英文 能力 下降 好多 请问 是不是 这种 库 安装 整个 文件夹 放到 python 目录 cmd 安装 python   setup py   install 直接 cmd 索引 文件夹 请问 会 错误 前辈 pybloom     pybloomfilter   区别 请教 邹 老师   会 不会 p2     p3   区别 老师 pyblooom 算是 比较 老 东西 博士 666 下载 这图 请教 axis 意思 区别 行 列 猛男 同学 说法 写错
30,年轻 真 好 刚考 完 一年 忘 尤其 线性代数 从来 懂
378,请问 app 只能 电脑 没有
383,好多 热爱 学习 小伙伴 概率 线代 高数 机器 学习 门槛 好 高 应该 搞个 数学 学习 互助 小组 早 忘 记得 清楚 从头 捡起来 忒 费劲 台湾 叶 老师 机率 推荐 线代 哪家 好 MOOC 谢谢 系统 找个 同济 浙大 认真 啃 有个 叶 老师 娓娓道来 逗 逼 老师 好 噢 去 百度   问 名字 前头 号码 做 噢 号码 927 霍霍 找到 udacity 机器 学习 有人 学 弱弱 问 一句 曲面 一点 无穷 多条 切线 这话 方向 导数 才 意义 建议 学过 同学 里面 助教 别人 讲 一遍 其实 学习 一遍 转发 价值 高 现在 获客 成本 多高 以后 训练 数据 拥有 财富 价格 敏感 就别 聊 愿意 花钱 人 这门 课 知识 认可 玩意 真 学会 价值 何止 399x100 不上 研究生 来学 这门 课 虐 节奏 未来 大家 搞 搞 线下 聚会 交流 交流 现在 必要 明白 http mt sohu com 20170111 n478422995 shtml   这篇里 说得好 每个 环节 大有作为 玩意 今后 10 年 趋势 急 不得 环节 大家 未来 可能 搞 扎 进去 环节 赚大钱 妹纸 不愁 现在 入门 阶段 好难 门槛 高是 好事 大 人 意识 新 时代 到来 前 几天 鼓励 学 下去 去 乔布斯 2017.1 号 iphone 发布会 新 时代 来临 标志性 事件 udacity 机器 学习 不错 适合 入门 2007 可惜 乔神 死 早 富余 spark 课 同学 卖个 完菜 死机 估计 系统故障 老师 网断 https www zhihu com question 38353562 Numpy 矩阵 基础 数学计算 模块 纯数学 Scipy 基于 Numpy 科学计算 库 高阶 抽象 物理 模型 比方说 做个 傅立叶 变换 这是 纯数学 Numpy 做个 滤波器 属于 信号处理 模型 Scipy 里 找 Pandas 提供 一套 名为 DataFrame 数据结构 比较 契合 统计分析 中 表 结构 提供 计算 接口 可用 Numpy 方式 进行 计算 作者 Coldwings 链接 https www zhihu com question 38353562 answer 115438054 来源 知乎 著作权 作者 所有 转载 请 联系 作者 获得 授权 numpy 基础 https zhuanlan zhihu com 25099638 DMLC 组织 好 厉害 作者 MXNet 作者 大神 努力 才 直接 调用 fit 轻松 赞 网络 断
197,语言 工具 等待 中 直播 画面
66,本科 数学 爽 里 面包 很全 帐号 淡定 回放 黑 过期 中心 极限 定理 搜 正态分布 前世 今生 来龙去脉 懂 666 倒数 第一行 不是 倒数 第一列 视频 科学计算 包 差不多 p2 pq 鸽子 进 窝 必有 鸽子 窝 容斥 原理 类似 reshape 老师 不错 理论 代码 觉得 机器 学习 更 思想 不要 当做 一门 技术 去学
167,分享 Python 软件 下载速度 太慢 分享 Python 安装包 里面 代码 Python 分享 群 谢谢 传 课件 课件 谢谢 python 安装包 不止 两个
396,难道 我用 notepad 看作 新 变量 大神 学习 不用 细究 其实   引出 下面 求 极限 证明 极限 存在   引出 反正 出来 陪   死光 比例 回到 千万 男 光棍 着急 有钱 光棍 好   混 不好 单着 感觉 ml 相关 深圳 北京 比较   广州 多不多 群里 有人 搞 语音 顺手 画 正弦波 画 矩形 波 这有 篇 讲 行列式   秩   线性 无关   线性变换 文章   懂得 https zhuanlan zhihu com 19609459 求 帮忙 假设 认为 ε 随机误差   互相 独立   样本数 很多   中心 极限 定理   认为 ε 服从 正态分布   关键 假设 每个 样本 误差   互相 独立 写法 问题   未知量 θ   下面 求 极值 θ 求 偏导 θ 不同 取值 给出 一组 取值 估计 这种 取值 情况 理论 无数 不要 太 深究 假设 深究 复杂 数学论文   直接 google   scholar 搜 相关 论文 假设 误差 多个 因素 引起   近似 认为 很多 元 误差 并不一定 随机误差 究竟 引起 误差 看成 微小 量 拉普拉斯 称之为 元 误差 叠加 起来 总和 中心 极限 定理 随机误差 服从 正态分布 描述 比较清楚 记得 一定 分布 不是 必要条件 独立 分布 一定 推出 中心 极限 定理   一定 条件 才能 推出 中心 极限 定理 没事 https sohu com 436266142 马赛克 地方 没码 求问   推导 softmax 似然 函数 理解 第一个 红色 圈圈 logistic 回归 取 放到 次 幂 位置 直观 看出 logistic 回归 概率密度函数 分类 情况 写   MLE 所有 概率 乘起来   明白 分类 情况 为啥 概率 表达式 写 噢 噢   懂   多谢 明白   刚刚 钻牛角尖 好 嘞   谢谢 老师 拒绝 入群 感觉 学校 嫌弃 求 大牛带 飞 机器 学习 Python 实践   大家 分享 发现 直接 sklearn datasets load boston 获得 波士顿 数据 求问 44 行 报错 原因 多谢 Google   陈天奇   人 人 差距 比人 狗 差距 大多 500 万 我晕   看成 wind 话 windows 安装 xgboost 是不是 复杂   一步 弄 好 严重 怀疑 搞错 真的 怀疑   网上 git   win8 http www lfd uci edu gohlke pythonlibs xgboost 好像 不行   运行 报错 随意 一颗 赛艇 大家 好 厉害   感觉 补补 数学 应该 本科毕业 研究 https www zhihu com question 26768865 answer 34048357 ID3 算法   相同 条件 取值 比较 特征 取值 少 特征 信息 增益 大   突然 联想   理财 思路 鸡蛋 放在 多个 篮子 里 感觉 做人 道理 技多 压身 哈哈哈 无意 中 下载     传上来 大家 原来 抄 原来 http mp weixin qq com __ biz MzIxNDIwMTk2OQ mid 2649077019 idx sn e0c4a6c502e3668e1dc410f21e531cfd scene wechat redirect 有人 开 spyder 遇到 这种 情况 这题 严谨   要说 命中率 50   假设 命中率 100   答案 一道 题   不用 搞 复杂   出题 啥意思 就行了 先 假设 甲乙 射 100 次   这时候 三种 可能   甲 射中 次数 比乙多 比乙少 乙 概率 分别 记作   射中 概率 50 % 对称性 甲射 101 次 概率 射中 甲射 101 次 比乙多 概率 0.5 老老实实 所有 甲比乙多 情况 全部 加 起来 算 老师 讲 hmm 时间 稍微 讲 讲 hmm 语音 识别 中 应用 没事 用到 补 其实 不难 花 时间 就行 想 问 内 推 是不是 内地 学校 好滴 省 了解 广东 了解 一点 不是 会 报考 指南 上面 去年 信息 高考 出分 考虑 现在 先 专心 复习 出分 反应 求拉群 升级版 出   老 用户 优惠
193,课程 有没有 ipad   APP 周志华 机器 学习 黑屏   觉得 老师 讲 好 一千个 读者 一千个 哈姆雷特 老师 安排 课程 一节课 小时 所有 讲 现实 算法 根本 原理 不会 去造 轮子 期待 老师 算法 原理 讲 细致 一节课 小时 老师 不是 人开 班 建议 提出 老师 已经 看到 老师 安排 觉得 造 轮子 活 思路 明白 轮子 不好 造么 觉得很有 必要 CS 毕业 觉得 理论 证明 公式 推导 必要 报 班 观点 真的 偏激 ravel 行向量 转成列 向量 源码 昨晚 代码 意思 同意   CS 专业 想 老师 学习 数学 心路历程 一石激起千层浪     说错 https docs scipy org doc numpy reference generated numpy ravel html K – Means 目标 函数     觉得 理解 成使 损失 函数 最小 目标 函数 损失 函数 回事 理解
