uid,n_null,discret_null
48031,42,2
48032,65,2
48033,52,2
48034,41,2
48035,50,2
48036,63,2
48037,49,2
48038,43,2
48039,65,2
48040,36,2
48041,57,2
48042,43,2
48043,50,2
48044,53,2
48045,60,2
48046,55,2
48047,60,2
48048,69,2
48049,43,2
48050,46,2
48051,36,2
48052,27,1
48053,1024,5
48054,45,2
48055,23,1
48056,53,2
48057,47,2
48058,165,4
48059,34,2
48060,36,2
48061,132,3
48062,69,2
48063,67,2
48064,49,2
48065,47,2
48066,60,2
48067,65,2
48068,159,4
48069,46,2
48070,172,4
48071,44,2
48072,58,2
48073,44,2
48074,1035,5
48075,58,2
48076,53,2
48077,94,3
48078,170,4
48079,43,2
48080,38,2
48081,60,2
48082,39,2
48083,702,5
48084,46,2
48085,69,2
48086,54,2
48087,40,2
48088,41,2
48089,63,2
48090,168,4
48091,43,2
48092,51,2
48093,107,3
48094,50,2
48095,39,2
48096,47,2
48097,29,1
48098,61,2
48099,50,2
48100,43,2
48101,34,2
48102,61,2
48103,24,1
48104,50,2
48105,52,2
48106,42,2
48107,44,2
48108,62,2
48109,155,4
48110,160,4
48111,57,2
48112,38,2
48113,53,2
48114,46,2
48115,57,2
48116,171,4
48117,47,2
48118,361,5
48119,175,4
48120,64,2
48121,56,2
48122,69,2
48123,46,2
48124,48,2
48125,54,2
48126,55,2
48127,58,2
48128,58,2
48129,52,2
48130,47,2
48131,58,2
48132,46,2
48133,46,2
48134,173,4
48135,49,2
48136,1036,5
48137,40,2
48138,40,2
48139,28,1
48140,1035,5
48141,47,2
48142,710,5
48143,109,3
48144,45,2
48145,129,3
48146,1102,5
48147,49,2
48148,51,2
48149,64,2
48150,34,2
48151,41,2
48152,20,1
48153,44,2
48154,249,5
48155,160,4
48156,63,2
48157,63,2
48158,52,2
48159,61,2
48160,67,2
48161,66,2
48162,65,2
48163,32,1
48164,59,2
48165,61,2
48166,177,4
48167,155,4
48168,34,2
48169,63,2
48170,58,2
48171,52,2
48172,76,3
48173,126,3
48174,73,3
48175,1041,5
48176,57,2
48177,147,3
48178,51,2
48179,365,5
48180,65,2
48181,61,2
48182,78,3
48183,62,2
48184,53,2
48185,178,4
48186,34,2
48187,52,2
48188,50,2
48189,55,2
48190,64,2
48191,29,1
48192,47,2
48193,41,2
48194,54,2
48195,57,2
48196,34,2
48197,42,2
48198,39,2
48199,199,5
48200,34,2
48201,63,2
48202,166,4
48203,45,2
48204,186,4
48205,61,2
48206,48,2
48207,69,2
48208,57,2
48209,51,2
48210,130,3
48211,713,5
48212,70,3
48213,41,2
48214,64,2
48215,46,2
48216,54,2
48217,62,2
48218,37,2
48219,39,2
48220,43,2
48221,50,2
48222,1023,5
48223,40,2
48224,51,2
48225,31,1
48226,51,2
48227,1045,5
48228,49,2
48229,56,2
48230,37,2
48231,53,2
48232,38,2
48233,27,1
48234,47,2
48235,182,4
48236,66,2
48237,41,2
48238,59,2
48239,36,2
48240,60,2
48241,48,2
48242,68,2
48243,56,2
48244,46,2
48245,42,2
48246,709,5
48247,64,2
48248,53,2
48249,159,4
48250,33,2
48251,54,2
48252,51,2
48253,30,1
48254,37,2
48255,70,3
48256,51,2
48257,68,2
48258,67,2
48259,47,2
48260,59,2
48261,45,2
48262,49,2
48263,37,2
48264,59,2
48265,54,2
48266,49,2
48267,37,2
48268,55,2
48269,828,5
48270,51,2
48271,167,4
48272,44,2
48273,37,2
48274,46,2
48275,59,2
48276,32,1
48277,178,4
48278,36,2
48279,253,5
48280,47,2
48281,44,2
48282,43,2
48283,38,2
48284,171,4
48285,163,4
48286,41,2
48287,181,4
48288,23,1
48289,46,2
48290,52,2
48291,154,4
48292,54,2
48293,43,2
48294,171,4
48295,63,2
48296,41,2
48297,822,5
48298,63,2
48299,164,4
48300,166,4
48301,64,2
48302,60,2
48303,61,2
48304,62,2
48305,45,2
48306,71,3
48307,42,2
48308,59,2
48309,36,2
48310,168,4
48311,52,2
48312,70,3
48313,48,2
48314,54,2
48315,43,2
48316,58,2
48317,43,2
48318,62,2
48319,52,2
48320,37,2
48321,46,2
48322,51,2
48323,135,3
48324,44,2
48325,64,2
48326,40,2
48327,45,2
48328,29,1
48329,56,2
48330,62,2
48331,49,2
48332,32,1
48333,73,3
48334,52,2
48335,56,2
48336,163,4
48337,48,2
48338,49,2
48339,46,2
48340,60,2
48341,47,2
48342,43,2
48343,61,2
48344,67,2
48345,65,2
48346,43,2
48347,29,1
48348,65,2
48349,57,2
48350,41,2
48351,40,2
48352,1050,5
48353,46,2
48354,69,2
48355,66,2
48356,46,2
48357,51,2
48358,49,2
48359,67,2
48360,39,2
48361,33,2
48362,187,4
48363,47,2
48364,41,2
48365,37,2
48366,161,4
48367,71,3
48368,65,2
48369,71,3
48370,48,2
48371,53,2
48372,67,2
48373,41,2
48374,49,2
48375,37,2
48376,44,2
48377,162,4
48378,162,4
48379,49,2
48380,47,2
48381,48,2
48382,36,2
48383,1035,5
48384,48,2
48385,34,2
48386,36,2
48387,38,2
48388,141,3
48389,54,2
48390,54,2
48391,34,2
48392,48,2
48393,49,2
48394,49,2
48395,60,2
48396,40,2
48397,65,2
48398,177,4
48399,57,2
48400,46,2
48401,182,4
48402,42,2
48403,280,5
48404,41,2
48405,52,2
48406,62,2
48407,176,4
48408,1036,5
48409,691,5
48410,43,2
48411,37,2
48412,172,4
48413,51,2
48414,240,5
48415,48,2
48416,52,2
48417,52,2
48418,43,2
48419,52,2
48420,40,2
48421,170,4
48422,59,2
48423,61,2
48424,39,2
48425,1034,5
48426,59,2
48427,37,2
48428,60,2
48429,40,2
48430,46,2
48431,49,2
48432,69,2
48433,58,2
48434,45,2
48435,49,2
48436,252,5
48437,65,2
48438,43,2
48439,64,2
48440,55,2
48441,162,4
48442,1039,5
48443,65,2
48444,44,2
48445,62,2
48446,50,2
48447,62,2
48448,68,2
48449,56,2
48450,43,2
48451,896,5
48452,46,2
48453,60,2
48454,53,2
48455,827,5
48456,61,2
48457,156,4
48458,28,1
48459,49,2
48460,168,4
48461,57,2
48462,36,2
48463,50,2
48464,157,4
48465,34,2
48466,168,4
48467,34,2
48468,47,2
48469,59,2
48470,39,2
48471,57,2
48472,42,2
48473,716,5
48474,41,2
48475,44,2
48476,165,4
48477,43,2
48478,53,2
48479,68,2
48480,44,2
48481,48,2
48482,48,2
48483,50,2
48484,63,2
48485,41,2
48486,46,2
48487,40,2
48488,54,2
48489,52,2
48490,164,4
48491,62,2
48492,39,2
48493,182,4
48494,53,2
48495,62,2
48496,164,4
48497,46,2
48498,178,4
48499,32,1
48500,195,5
48501,63,2
48502,66,2
48503,54,2
48504,59,2
48505,54,2
48506,45,2
48507,59,2
48508,50,2
48509,52,2
48510,51,2
48511,181,4
48512,155,4
48513,49,2
48514,60,2
48515,42,2
48516,1031,5
48517,48,2
48518,163,4
48519,67,2
48520,57,2
48521,54,2
48522,39,2
48523,158,4
48524,177,4
48525,177,4
48526,50,2
48527,46,2
48528,65,2
48529,41,2
48530,64,2
48531,55,2
48532,58,2
48533,38,2
48534,169,4
48535,49,2
48536,45,2
48537,49,2
48538,60,2
48539,161,4
48540,41,2
48541,47,2
48542,30,1
48543,33,2
48544,63,2
48545,57,2
48546,68,2
48547,169,4
48548,43,2
48549,51,2
48550,110,3
48551,37,2
48552,167,4
48553,58,2
48554,73,3
48555,61,2
48556,51,2
48557,43,2
48558,52,2
48559,44,2
48560,155,4
48561,35,2
48562,42,2
48563,51,2
48564,175,4
48565,52,2
48566,1102,5
48567,64,2
48568,49,2
48569,1014,5
48570,50,2
48571,59,2
48572,239,5
48573,43,2
48574,36,2
48575,711,5
48576,46,2
48577,59,2
48578,58,2
48579,120,3
48580,33,2
48581,49,2
48582,52,2
48583,54,2
48584,47,2
48585,183,4
48586,51,2
48587,53,2
48588,65,2
48589,55,2
48590,44,2
48591,59,2
48592,168,4
48593,63,2
48594,43,2
48595,36,2
48596,47,2
48597,57,2
48598,24,1
48599,29,1
48600,168,4
48601,58,2
48602,28,1
48603,55,2
48604,65,2
48605,42,2
48606,30,1
48607,61,2
48608,43,2
48609,65,2
48610,165,4
48611,35,2
48612,44,2
48613,50,2
48614,44,2
48615,50,2
48616,46,2
48617,55,2
48618,168,4
48619,34,2
48620,42,2
48621,60,2
48622,34,2
48623,46,2
48624,59,2
48625,49,2
48626,52,2
48627,44,2
48628,41,2
48629,181,4
48630,58,2
48631,57,2
48632,35,2
48633,64,2
48634,47,2
48635,189,4
48636,28,1
48637,51,2
48638,66,2
48639,45,2
48640,62,2
48641,43,2
48642,40,2
48643,51,2
48644,44,2
48645,33,2
48646,43,2
48647,35,2
48648,45,2
48649,1034,5
48650,46,2
48651,64,2
48652,47,2
48653,183,4
48654,48,2
48655,38,2
48656,73,3
48657,67,2
48658,177,4
48659,42,2
48660,60,2
48661,64,2
48662,827,5
48663,42,2
48664,1102,5
48665,1026,5
48666,39,2
48667,173,4
48668,163,4
48669,23,1
48670,62,2
48671,50,2
48672,64,2
48673,42,2
48674,53,2
48675,41,2
48676,61,2
48677,44,2
48678,46,2
48679,69,2
48680,58,2
48681,49,2
48682,54,2
48683,175,4
48684,66,2
48685,1023,5
48686,166,4
48687,44,2
48688,165,4
48689,48,2
48690,64,2
48691,61,2
48692,242,5
48693,53,2
48694,227,5
48695,53,2
48696,32,1
48697,181,4
48698,30,1
48699,49,2
48700,51,2
48701,48,2
48702,53,2
48703,48,2
48704,164,4
48705,47,2
48706,47,2
48707,67,2
48708,53,2
48709,51,2
48710,78,3
48711,38,2
48712,66,2
48713,165,4
48714,169,4
48715,41,2
48716,60,2
48717,158,4
48718,140,3
48719,43,2
48720,37,2
48721,65,2
48722,66,2
48723,56,2
48724,66,2
48725,171,4
48726,39,2
48727,64,2
48728,34,2
48729,38,2
48730,52,2
48731,59,2
48732,48,2
48733,53,2
48734,118,3
48735,48,2
48736,176,4
48737,49,2
48738,48,2
48739,709,5
48740,59,2
48741,62,2
48742,183,4
48743,816,5
48744,61,2
48745,38,2
48746,58,2
48747,180,4
48748,55,2
48749,70,3
48750,56,2
48751,37,2
48752,30,1
48753,37,2
48754,50,2
48755,174,4
48756,46,2
48757,174,4
48758,57,2
48759,53,2
48760,33,2
48761,62,2
48762,67,2
48763,167,4
48764,66,2
48765,66,2
48766,32,1
48767,68,2
48768,72,3
48769,34,2
48770,60,2
48771,45,2
48772,46,2
48773,62,2
48774,62,2
48775,50,2
48776,138,3
48777,171,4
48778,65,2
48779,26,1
48780,164,4
48781,53,2
48782,46,2
48783,188,4
48784,42,2
48785,53,2
48786,62,2
48787,35,2
48788,62,2
48789,183,4
48790,59,2
48791,47,2
48792,67,2
48793,172,4
48794,37,2
48795,45,2
48796,53,2
48797,60,2
48798,64,2
48799,36,2
48800,56,2
48801,53,2
48802,41,2
48803,1102,5
48804,30,1
48805,174,4
48806,713,5
48807,179,4
48808,37,2
48809,1029,5
48810,38,2
48811,59,2
48812,54,2
48813,183,4
48814,53,2
48815,31,1
48816,66,2
48817,50,2
48818,59,2
48819,58,2
48820,55,2
48821,55,2
48822,44,2
48823,31,1
48824,56,2
48825,66,2
48826,176,4
48827,38,2
48828,63,2
48829,61,2
48830,63,2
48831,71,3
48832,115,3
48833,155,4
48834,53,2
48835,66,2
48836,30,1
48837,42,2
48838,161,4
48839,42,2
48840,59,2
48841,42,2
48842,33,2
48843,65,2
48844,54,2
48845,36,2
48846,714,5
48847,22,1
48848,157,4
48849,36,2
48850,165,4
48851,48,2
48852,46,2
48853,50,2
48854,41,2
48855,53,2
48856,67,2
48857,39,2
48858,47,2
48859,136,3
48860,40,2
48861,52,2
48862,350,5
48863,61,2
48864,50,2
48865,103,3
48866,34,2
48867,88,3
48868,73,3
48869,46,2
48870,279,5
48871,161,4
48872,49,2
48873,36,2
48874,44,2
48875,34,2
48876,42,2
48877,238,5
48878,51,2
48879,33,2
48880,896,5
48881,46,2
48882,60,2
48883,37,2
48884,55,2
48885,50,2
48886,58,2
48887,57,2
48888,42,2
48889,44,2
48890,66,2
48891,55,2
48892,62,2
48893,48,2
48894,42,2
48895,46,2
48896,173,4
48897,34,2
48898,46,2
48899,119,3
48900,172,4
48901,50,2
48902,67,2
48903,34,2
48904,1020,5
48905,149,4
48906,52,2
48907,52,2
48908,168,4
48909,52,2
48910,51,2
48911,70,3
48912,67,2
48913,170,4
48914,48,2
48915,39,2
48916,46,2
48917,36,2
48918,66,2
48919,55,2
48920,54,2
48921,63,2
48922,58,2
48923,46,2
48924,159,4
48925,54,2
48926,39,2
48927,64,2
48928,50,2
48929,37,2
48930,43,2
48931,51,2
48932,151,4
48933,44,2
48934,39,2
48935,159,4
48936,40,2
48937,66,2
48938,34,2
48939,30,1
48940,46,2
48941,39,2
48942,52,2
48943,171,4
48944,47,2
48945,63,2
48946,43,2
48947,59,2
48948,179,4
48949,31,1
48950,171,4
48951,59,2
48952,63,2
48953,63,2
48954,63,2
48955,171,4
48956,64,2
48957,695,5
48958,68,2
48959,36,2
48960,73,3
48961,30,1
48962,54,2
48963,49,2
48964,64,2
48965,46,2
48966,31,1
48967,50,2
48968,252,5
48969,58,2
48970,55,2
48971,65,2
48972,49,2
48973,119,3
48974,66,2
48975,48,2
48976,43,2
48977,175,4
48978,59,2
48979,51,2
48980,57,2
48981,161,4
48982,49,2
48983,40,2
48984,161,4
48985,1023,5
48986,66,2
48987,173,4
48988,68,2
48989,26,1
48990,48,2
48991,69,2
48992,1043,5
48993,52,2
48994,55,2
48995,125,3
48996,36,2
48997,66,2
48998,49,2
48999,65,2
49000,166,4
49001,42,2
49002,52,2
49003,62,2
49004,134,3
49005,38,2
49006,180,4
49007,50,2
49008,170,4
49009,220,5
49010,170,4
49011,156,4
49012,38,2
49013,168,4
49014,35,2
49015,1044,5
49016,52,2
49017,50,2
49018,46,2
49019,46,2
49020,180,4
49021,60,2
49022,55,2
49023,30,1
49024,48,2
49025,41,2
49026,183,4
49027,161,4
49028,128,3
49029,45,2
49030,175,4
49031,220,5
49032,45,2
49033,58,2
49034,61,2
49035,187,4
49036,62,2
49037,62,2
49038,59,2
49039,74,3
49040,813,5
49041,36,2
49042,55,2
49043,1024,5
49044,38,2
49045,47,2
49046,169,4
49047,47,2
49048,48,2
49049,65,2
49050,40,2
49051,68,2
49052,48,2
49053,54,2
49054,178,4
49055,163,4
49056,58,2
49057,186,4
49058,41,2
49059,1036,5
49060,43,2
49061,48,2
49062,159,4
49063,62,2
49064,45,2
49065,68,2
49066,48,2
49067,58,2
49068,41,2
49069,50,2
49070,160,4
49071,51,2
49072,49,2
49073,55,2
49074,38,2
49075,49,2
49076,58,2
49077,41,2
49078,1025,5
49079,168,4
49080,46,2
49081,44,2
49082,44,2
49083,57,2
49084,37,2
49085,42,2
49086,64,2
49087,29,1
49088,41,2
49089,34,2
49090,65,2
49091,52,2
49092,48,2
49093,46,2
49094,41,2
49095,73,3
49096,185,4
49097,56,2
49098,54,2
49099,170,4
49100,182,4
49101,48,2
49102,47,2
49103,59,2
49104,1014,5
49105,51,2
49106,49,2
49107,32,1
49108,710,5
49109,46,2
49110,183,4
49111,182,4
49112,55,2
49113,177,4
49114,45,2
49115,38,2
49116,31,1
49117,48,2
49118,37,2
49119,63,2
49120,43,2
49121,41,2
49122,56,2
49123,56,2
49124,45,2
49125,65,2
49126,58,2
49127,67,2
49128,64,2
49129,46,2
49130,58,2
49131,43,2
49132,58,2
49133,42,2
49134,44,2
49135,245,5
49136,48,2
49137,34,2
49138,30,1
49139,59,2
49140,1035,5
49141,159,4
49142,66,2
49143,39,2
49144,50,2
49145,65,2
49146,63,2
49147,42,2
49148,178,4
49149,25,1
49150,61,2
49151,47,2
49152,59,2
49153,74,3
49154,54,2
49155,35,2
49156,54,2
49157,172,4
49158,59,2
49159,72,3
49160,67,2
49161,71,3
49162,200,5
49163,45,2
49164,68,2
49165,180,4
49166,47,2
49167,47,2
49168,180,4
49169,172,4
49170,184,4
49171,35,2
49172,179,4
49173,63,2
49174,40,2
49175,61,2
49176,43,2
49177,62,2
49178,62,2
49179,164,4
49180,57,2
49181,68,2
49182,146,3
49183,32,1
49184,63,2
49185,50,2
49186,50,2
49187,46,2
49188,1030,5
49189,70,3
49190,55,2
49191,38,2
49192,42,2
49193,51,2
49194,55,2
49195,47,2
49196,65,2
49197,53,2
49198,51,2
49199,61,2
49200,177,4
49201,158,4
49202,1102,5
49203,56,2
49204,30,1
49205,162,4
49206,70,3
49207,177,4
49208,42,2
49209,52,2
49210,52,2
49211,48,2
49212,64,2
49213,49,2
49214,61,2
49215,29,1
49216,170,4
49217,39,2
49218,160,4
49219,257,5
49220,52,2
49221,54,2
49222,58,2
49223,46,2
49224,164,4
49225,163,4
49226,45,2
49227,53,2
49228,54,2
49229,48,2
49230,44,2
49231,54,2
49232,62,2
49233,40,2
49234,165,4
49235,55,2
49236,44,2
49237,59,2
49238,47,2
49239,51,2
49240,178,4
49241,49,2
49242,43,2
49243,65,2
49244,61,2
49245,47,2
49246,53,2
49247,42,2
49248,45,2
49249,183,4
49250,50,2
49251,29,1
49252,62,2
49253,51,2
49254,61,2
49255,63,2
49256,235,5
49257,70,3
49258,170,4
49259,43,2
49260,60,2
49261,47,2
49262,68,2
49263,46,2
49264,47,2
49265,47,2
49266,51,2
49267,163,4
49268,60,2
49269,58,2
49270,57,2
49271,40,2
49272,72,3
49273,38,2
49274,709,5
49275,45,2
49276,47,2
49277,56,2
49278,68,2
49279,33,2
49280,66,2
49281,40,2
49282,65,2
49283,68,2
49284,32,1
49285,53,2
49286,53,2
49287,48,2
49288,33,2
49289,41,2
49290,1040,5
49291,35,2
49292,51,2
49293,47,2
49294,48,2
49295,1013,5
49296,60,2
49297,70,3
49298,160,4
49299,150,4
49300,57,2
49301,41,2
49302,42,2
49303,58,2
49304,44,2
49305,33,2
49306,134,3
49307,39,2
49308,54,2
49309,61,2
49310,39,2
49311,56,2
49312,125,3
49313,53,2
49314,52,2
49315,173,4
49316,33,2
49317,43,2
49318,45,2
49319,49,2
49320,45,2
49321,159,4
49322,51,2
49323,52,2
49324,37,2
49325,34,2
49326,826,5
49327,46,2
49328,61,2
49329,32,1
49330,31,1
49331,39,2
49332,52,2
49333,48,2
49334,154,4
49335,168,4
49336,39,2
49337,63,2
49338,54,2
49339,29,1
49340,59,2
49341,48,2
49342,52,2
49343,39,2
49344,189,4
49345,53,2
49346,74,3
49347,54,2
49348,318,5
49349,49,2
49350,41,2
49351,70,3
49352,1023,5
49353,225,5
49354,716,5
49355,38,2
49356,169,4
49357,54,2
49358,70,3
49359,57,2
49360,54,2
49361,65,2
49362,55,2
49363,49,2
49364,826,5
49365,49,2
49366,817,5
49367,54,2
49368,29,1
49369,49,2
49370,45,2
49371,70,3
49372,176,4
49373,46,2
49374,52,2
49375,38,2
49376,52,2
49377,172,4
49378,49,2
49379,216,5
49380,51,2
49381,164,4
49382,136,3
49383,44,2
49384,47,2
49385,55,2
49386,31,1
49387,77,3
49388,181,4
49389,38,2
49390,164,4
49391,179,4
49392,55,2
49393,154,4
49394,56,2
49395,54,2
49396,60,2
49397,38,2
49398,36,2
49399,51,2
49400,45,2
49401,23,1
49402,1022,5
49403,62,2
49404,62,2
49405,170,4
49406,695,5
49407,48,2
49408,36,2
49409,66,2
49410,106,3
49411,52,2
49412,42,2
49413,174,4
49414,53,2
49415,49,2
49416,40,2
49417,41,2
49418,41,2
49419,47,2
49420,60,2
49421,58,2
49422,38,2
49423,47,2
49424,176,4
49425,59,2
49426,42,2
49427,33,2
49428,23,1
49429,24,1
49430,48,2
49431,57,2
49432,34,2
49433,25,1
49434,35,2
49435,51,2
49436,38,2
49437,51,2
49438,93,3
49439,134,3
49440,49,2
49441,44,2
49442,173,4
49443,53,2
49444,72,3
49445,24,1
49446,1009,5
49447,64,2
49448,712,5
49449,45,2
49450,100,3
49451,35,2
49452,44,2
49453,46,2
49454,40,2
49455,51,2
49456,35,2
49457,56,2
49458,362,5
49459,36,2
49460,32,1
49461,1019,5
49462,55,2
49463,173,4
49464,50,2
49465,44,2
49466,53,2
49467,25,1
49468,49,2
49469,34,2
49470,152,4
49471,58,2
49472,48,2
49473,37,2
49474,48,2
49475,173,4
49476,156,4
49477,1020,5
49478,46,2
49479,60,2
49480,55,2
49481,55,2
49482,51,2
49483,42,2
49484,46,2
49485,43,2
49486,43,2
49487,43,2
49488,41,2
49489,159,4
49490,49,2
49491,62,2
49492,33,2
49493,684,5
49494,53,2
49495,50,2
49496,54,2
49497,45,2
49498,50,2
49499,62,2
49500,41,2
49501,55,2
49502,43,2
49503,100,3
49504,40,2
49505,166,4
49506,50,2
49507,178,4
49508,60,2
49509,1030,5
49510,158,4
49511,24,1
49512,160,4
49513,56,2
49514,25,1
49515,154,4
49516,31,1
49517,57,2
49518,50,2
49519,54,2
49520,46,2
49521,33,2
49522,68,2
49523,70,3
49524,45,2
49525,34,2
49526,100,3
49527,429,5
49528,51,2
49529,59,2
49530,60,2
49531,33,2
49532,169,4
49533,48,2
49534,45,2
49535,64,2
49536,62,2
49537,71,3
49538,37,2
49539,56,2
49540,44,2
49541,62,2
49542,45,2
49543,66,2
49544,47,2
49545,50,2
49546,110,3
49547,65,2
49548,179,4
49549,30,1
49550,53,2
49551,48,2
49552,56,2
49553,54,2
49554,43,2
49555,129,3
49556,163,4
49557,39,2
49558,714,5
49559,37,2
49560,168,4
49561,37,2
49562,43,2
49563,174,4
49564,47,2
49565,816,5
49566,44,2
49567,58,2
49568,61,2
49569,46,2
49570,184,4
49571,64,2
49572,35,2
49573,47,2
49574,63,2
49575,168,4
49576,170,4
49577,36,2
49578,42,2
49579,1009,5
49580,35,2
49581,73,3
49582,165,4
49583,54,2
49584,56,2
49585,49,2
49586,52,2
49587,53,2
49588,50,2
49589,51,2
49590,42,2
49591,59,2
49592,122,3
49593,43,2
49594,45,2
49595,177,4
49596,162,4
49597,55,2
49598,59,2
49599,51,2
49600,59,2
49601,61,2
49602,66,2
49603,59,2
49604,45,2
49605,55,2
49606,64,2
49607,38,2
49608,46,2
49609,58,2
49610,49,2
49611,56,2
49612,72,3
49613,45,2
49614,48,2
49615,69,2
49616,23,1
49617,44,2
49618,69,2
49619,58,2
49620,39,2
49621,160,4
49622,57,2
49623,66,2
49624,56,2
49625,817,5
49626,40,2
49627,177,4
49628,58,2
49629,53,2
49630,60,2
49631,63,2
49632,67,2
49633,35,2
49634,175,4
49635,43,2
49636,38,2
49637,45,2
49638,161,4
49639,46,2
49640,60,2
49641,51,2
49642,36,2
49643,59,2
49644,156,4
49645,60,2
49646,178,4
49647,59,2
49648,67,2
49649,158,4
49650,50,2
49651,36,2
49652,44,2
49653,52,2
49654,48,2
49655,43,2
49656,50,2
49657,42,2
49658,48,2
49659,66,2
49660,36,2
49661,45,2
49662,62,2
49663,1026,5
49664,157,4
49665,38,2
49666,34,2
49667,52,2
49668,35,2
49669,249,5
49670,41,2
49671,160,4
49672,177,4
49673,43,2
49674,45,2
49675,54,2
49676,61,2
49677,61,2
49678,53,2
49679,187,4
49680,80,3
49681,41,2
49682,64,2
49683,49,2
49684,47,2
49685,59,2
49686,51,2
49687,38,2
49688,63,2
49689,56,2
49690,52,2
49691,55,2
49692,41,2
49693,48,2
49694,65,2
49695,825,5
49696,169,4
49697,1036,5
49698,46,2
49699,44,2
49700,177,4
49701,56,2
49702,177,4
49703,50,2
49704,36,2
49705,53,2
49706,60,2
49707,184,4
49708,66,2
49709,174,4
49710,61,2
49711,32,1
49712,59,2
49713,47,2
49714,52,2
49715,51,2
49716,66,2
49717,31,1
49718,35,2
49719,1016,5
49720,47,2
49721,55,2
49722,55,2
49723,177,4
49724,69,2
49725,43,2
49726,84,3
49727,61,2
49728,264,5
49729,26,1
49730,49,2
49731,167,4
49732,158,4
49733,56,2
49734,40,2
49735,53,2
49736,36,2
49737,55,2
49738,55,2
49739,51,2
49740,53,2
49741,44,2
49742,1033,5
49743,49,2
49744,48,2
49745,51,2
49746,64,2
49747,38,2
49748,56,2
49749,45,2
49750,48,2
49751,161,4
49752,44,2
49753,15,1
49754,58,2
49755,70,3
49756,27,1
49757,48,2
49758,38,2
49759,54,2
49760,49,2
49761,70,3
49762,35,2
49763,44,2
49764,50,2
49765,39,2
49766,64,2
49767,45,2
49768,47,2
49769,28,1
49770,48,2
49771,56,2
49772,53,2
49773,54,2
49774,165,4
49775,38,2
49776,48,2
49777,43,2
49778,171,4
49779,59,2
49780,42,2
49781,42,2
49782,39,2
49783,183,4
49784,43,2
49785,60,2
49786,40,2
49787,52,2
49788,166,4
49789,44,2
49790,61,2
49791,45,2
49792,54,2
49793,34,2
49794,55,2
49795,68,2
49796,35,2
49797,26,1
49798,63,2
49799,53,2
49800,1040,5
49801,42,2
49802,168,4
49803,47,2
49804,116,3
49805,45,2
49806,31,1
49807,38,2
49808,47,2
49809,34,2
49810,64,2
49811,38,2
49812,48,2
49813,45,2
49814,51,2
49815,1102,5
49816,40,2
49817,58,2
49818,57,2
49819,56,2
49820,62,2
49821,65,2
49822,36,2
49823,50,2
49824,131,3
49825,179,4
49826,61,2
49827,22,1
49828,59,2
49829,176,4
49830,69,2
49831,61,2
49832,126,3
49833,68,2
49834,45,2
49835,36,2
49836,58,2
49837,52,2
49838,56,2
49839,57,2
49840,227,5
49841,42,2
49842,58,2
49843,52,2
49844,49,2
49845,47,2
49846,65,2
49847,1028,5
49848,158,4
49849,62,2
49850,59,2
49851,39,2
49852,64,2
49853,43,2
49854,42,2
49855,66,2
49856,46,2
49857,62,2
49858,711,5
49859,713,5
49860,50,2
49861,66,2
49862,51,2
49863,57,2
49864,46,2
49865,64,2
49866,43,2
49867,51,2
49868,150,4
49869,44,2
49870,39,2
49871,75,3
49872,173,4
49873,62,2
49874,47,2
49875,24,1
49876,55,2
49877,27,1
49878,61,2
49879,49,2
49880,181,4
49881,92,3
49882,39,2
49883,48,2
49884,62,2
49885,69,2
49886,58,2
49887,173,4
49888,702,5
49889,29,1
49890,182,4
49891,34,2
49892,49,2
49893,38,2
49894,63,2
49895,75,3
49896,40,2
49897,706,5
49898,45,2
49899,50,2
49900,67,2
49901,155,4
49902,169,4
49903,52,2
49904,182,4
49905,31,1
49906,172,4
49907,157,4
49908,119,3
49909,53,2
49910,40,2
49911,1030,5
49912,64,2
49913,60,2
49914,35,2
49915,47,2
49916,38,2
49917,51,2
49918,45,2
49919,50,2
49920,53,2
49921,30,1
49922,58,2
49923,55,2
49924,56,2
49925,34,2
49926,52,2
49927,172,4
49928,175,4
49929,50,2
49930,65,2
49931,174,4
49932,166,4
49933,55,2
49934,47,2
49935,45,2
49936,46,2
49937,57,2
49938,34,2
49939,48,2
49940,1023,5
49941,53,2
49942,1011,5
49943,44,2
49944,51,2
49945,170,4
49946,68,2
49947,43,2
49948,45,2
49949,56,2
49950,251,5
49951,48,2
49952,59,2
49953,36,2
49954,48,2
49955,63,2
49956,51,2
49957,133,3
49958,42,2
49959,171,4
49960,48,2
49961,137,3
49962,77,3
49963,48,2
49964,46,2
49965,44,2
49966,175,4
49967,62,2
49968,43,2
49969,183,4
49970,51,2
49971,1017,5
49972,34,2
49973,165,4
49974,49,2
49975,46,2
49976,164,4
49977,396,5
49978,58,2
49979,47,2
49980,59,2
49981,69,2
49982,34,2
49983,246,5
49984,179,4
49985,32,1
49986,67,2
49987,101,3
49988,43,2
49989,62,2
49990,42,2
49991,27,1
49992,44,2
49993,31,1
49994,47,2
49995,52,2
49996,69,2
49997,37,2
49998,48,2
49999,55,2
50000,56,2
50001,43,2
50002,236,5
50003,56,2
50004,47,2
50005,46,2
50006,58,2
50007,49,2
50008,62,2
50009,39,2
50010,177,4
50011,1036,5
50012,64,2
50013,53,2
50014,45,2
50015,173,4
50016,36,2
50017,49,2
50018,63,2
50019,53,2
50020,55,2
